person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income
28,36000,MORTGAGE,5.0,MEDICAL,E,15450,10.99,1,0.43,0,8,10.491301994830229
32,37992,RENT,3.0,VENTURE,E,5000,16.35,0,0.13,0,5,10.545157211213365
32,32000,RENT,6.0,DEBTCONSOLIDATION,D,5000,18.25,1,0.16,1,7,10.373522431293592
27,36082,MORTGAGE,5.0,EDUCATION,A,5000,6.62,1,0.14,0,9,10.493577119278669
29,32000,RENT,1.0,PERSONAL,D,5000,14.84,1,0.16,0,8,10.373522431293592
29,42108,OWN,0.0,EDUCATION,A,2500,8.0,0,0.06,0,5,10.648016773545576
29,38000,RENT,0.0,MEDICAL,B,5000,11.36,0,0.13,0,5,10.545367754151743
27,42162,OTHER,11.0,VENTURE,A,2400,7.74,0,0.06,0,8,10.649298338178925
28,42200,MORTGAGE,5.0,VENTURE,B,13200,11.48,0,0.31,0,8,10.650199196425806
29,32000,RENT,1.0,HOMEIMPROVEMENT,D,5000,10.99,1,0.16,0,10,10.373522431293592
27,38004,RENT,8.0,MEDICAL,A,5000,9.63,0,0.13,0,10,10.54547300900014
28,42240,OWN,2.0,MEDICAL,B,12000,11.86,0,0.28,0,6,10.651146592342338
27,38250,RENT,1.0,MEDICAL,A,5000,7.51,0,0.13,0,5,10.551924982703788
32,38300,RENT,4.0,MEDICAL,B,5000,10.25,0,0.13,0,9,10.55323128448846
28,38400,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0,0.13,1,6,10.555838779903407
31,42300,OWN,15.0,VENTURE,A,2000,6.92,0,0.05,0,9,10.652566005416872
28,38400,RENT,3.0,EDUCATION,C,5000,10.99,0,0.13,0,5,10.555838779903407
27,38400,RENT,6.0,MEDICAL,B,5000,9.88,0,0.13,0,10,10.555838779903407
33,38500,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.14,0,0.13,0,10,10.55843949396453
28,39000,RENT,3.0,VENTURE,B,5000,10.25,0,0.13,0,10,10.571342565808699
27,42500,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,13.06,0,0.19,0,5,10.657282884047461
28,39516,RENT,0.0,EDUCATION,C,5000,12.87,0,0.13,0,10,10.58448623804925
34,39996,RENT,1.0,PERSONAL,A,5000,7.51,0,0.13,0,6,10.596559730283433
28,34000,RENT,4.0,PERSONAL,A,5000,7.9,1,0.15,0,5,10.434145214930487
27,40000,RENT,9.0,PERSONAL,A,5000,8.49,0,0.13,0,8,10.596659732783579
27,40000,RENT,1.0,MEDICAL,B,5000,11.99,0,0.13,0,9,10.596659732783579
27,40000,RENT,3.0,EDUCATION,A,5000,7.29,0,0.13,0,5,10.596659732783579
35,34000,RENT,7.0,EDUCATION,D,5000,16.32,1,0.15,0,6,10.434145214930487
28,34000,RENT,1.0,VENTURE,C,5000,14.26,1,0.15,1,9,10.434145214930487
34,40000,RENT,2.0,VENTURE,B,5000,12.53,0,0.13,0,10,10.596659732783579
35,34000,RENT,0.0,DEBTCONSOLIDATION,E,5000,15.45,1,0.15,1,6,10.434145214930487
31,40000,RENT,0.0,VENTURE,B,5000,9.45,0,0.13,0,10,10.596659732783579
34,42994,OWN,7.0,EDUCATION,D,7675,13.87,0,0.18,0,8,10.668839108844997
27,34040,RENT,3.0,MEDICAL,B,5000,10.25,1,0.15,0,10,10.4353209594591
27,40752,RENT,6.0,MEDICAL,C,5000,13.49,0,0.12,0,8,10.615284735591118
35,40800,RENT,5.0,VENTURE,A,5000,6.54,0,0.12,0,5,10.616461869895815
27,34900,RENT,3.0,MEDICAL,E,5000,16.7,1,0.14,1,9,10.460270761075149
28,35000,RENT,0.0,HOMEIMPROVEMENT,A,5000,8.9,1,0.14,0,9,10.463131911491967
29,41000,RENT,3.0,PERSONAL,B,5000,11.49,0,0.12,0,9,10.62135173563291
31,41004,RENT,5.0,MEDICAL,D,5000,15.28,0,0.12,0,10,10.621449289470512
34,41600,RENT,0.0,PERSONAL,B,5000,10.65,0,0.12,0,6,10.635879484421974
28,42000,RENT,4.0,MEDICAL,A,5000,5.42,0,0.12,0,5,10.645448706505872
29,42000,RENT,3.0,MEDICAL,D,5000,15.99,0,0.12,1,6,10.645448706505872
35,42000,RENT,6.0,MEDICAL,A,5000,6.99,0,0.12,0,10,10.645448706505872
34,42000,RENT,17.0,VENTURE,B,5000,10.99,0,0.12,0,5,10.645448706505872
27,42000,RENT,1.0,PERSONAL,B,5000,10.99,0,0.12,0,10,10.645448706505872
28,43000,MORTGAGE,6.0,VENTURE,A,15000,6.03,0,0.35,0,5,10.668978650219241
27,42000,RENT,7.0,MEDICAL,B,5000,11.11,0,0.12,0,9,10.645448706505872
27,42000,RENT,7.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.12,0,5,10.645448706505872
31,42000,RENT,3.0,MEDICAL,B,5000,11.86,0,0.12,0,9,10.645448706505872
30,42000,RENT,2.0,MEDICAL,B,5000,10.99,0,0.12,0,7,10.645448706505872
28,43000,MORTGAGE,11.0,PERSONAL,C,5000,12.99,0,0.12,1,5,10.668978650219241
29,42000,RENT,1.0,PERSONAL,A,5000,10.99,0,0.12,0,6,10.645448706505872
32,42000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.08,0,0.12,0,9,10.645448706505872
28,42016,RENT,3.0,MEDICAL,B,5000,10.36,0,0.12,0,5,10.645829577276265
27,42072,RENT,3.0,VENTURE,B,5000,11.49,0,0.12,0,10,10.647161483764041
31,42100,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.36,0,0.12,0,9,10.647826772357497
32,36500,RENT,2.0,HOMEIMPROVEMENT,A,5000,6.91,1,0.14,0,5,10.505094936455558
27,43000,MORTGAGE,11.0,VENTURE,A,17500,7.29,0,0.41,0,7,10.668978650219241
27,42996,RENT,1.0,MEDICAL,C,5000,13.61,0,0.12,0,6,10.668885624799978
28,43000,RENT,12.0,MEDICAL,B,5000,11.71,0,0.12,0,9,10.668978650219241
31,43000,RENT,1.0,MEDICAL,B,5000,9.99,0,0.12,0,10,10.668978650219241
30,43000,RENT,0.0,VENTURE,B,5000,9.62,0,0.12,0,9,10.668978650219241
28,43000,MORTGAGE,4.0,MEDICAL,A,13800,6.91,0,0.32,0,6,10.668978650219241
33,43000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,13.35,0,0.23,1,10,10.668978650219241
28,38000,RENT,7.0,PERSONAL,C,5000,13.49,1,0.13,0,6,10.545367754151743
28,44000,RENT,7.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.11,0,7,10.691967639914864
35,44908,RENT,6.0,EDUCATION,A,5000,6.92,0,0.11,0,7,10.712393499078143
27,43000,OWN,11.0,EDUCATION,A,15000,7.51,0,0.35,0,5,10.668978650219241
35,39000,RENT,8.0,MEDICAL,B,5000,9.99,1,0.13,0,6,10.571342565808699
28,39000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.13,0,7,10.571342565808699
28,43000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,12000,13.48,0,0.28,0,6,10.668978650219241
34,43000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,11000,7.88,0,0.26,0,10,10.668978650219241
32,43000,MORTGAGE,6.0,VENTURE,A,12000,7.88,0,0.28,0,7,10.668978650219241
31,45000,RENT,2.0,VENTURE,C,5000,13.35,0,0.11,0,8,10.714439990727769
32,39000,RENT,5.0,MEDICAL,D,5000,14.09,1,0.13,0,10,10.571342565808699
32,45000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.36,0,0.11,0,5,10.714439990727769
32,45000,RENT,1.0,PERSONAL,A,5000,7.88,0,0.11,0,10,10.714439990727769
28,45000,RENT,2.0,PERSONAL,C,5000,12.73,0,0.11,0,7,10.714439990727769
28,43000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,9.32,0,0.19,0,10,10.668978650219241
33,45360,RENT,3.0,PERSONAL,D,5000,15.99,0,0.11,0,6,10.722407984014007
27,45500,RENT,2.0,EDUCATION,B,5000,11.71,0,0.11,0,5,10.725489582719506
29,43000,MORTGAGE,13.0,MEDICAL,A,10000,8.0,0,0.23,0,9,10.668978650219241
28,37000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,6000,12.53,1,0.16,0,9,10.518700218288165
30,46044,RENT,4.0,MEDICAL,B,5000,10.99,0,0.11,0,9,10.737374458155468
31,43200,MORTGAGE,0.0,VENTURE,A,3000,8.9,0,0.07,0,6,10.673618922112436
29,47000,RENT,2.0,PERSONAL,B,5000,10.62,0,0.11,0,7,10.757924157061597
31,41000,RENT,1.0,EDUCATION,D,5000,16.07,1,0.12,0,9,10.62135173563291
30,43200,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4200,13.49,0,0.1,1,7,10.673618922112436
27,43200,OWN,2.0,VENTURE,B,5000,12.69,0,0.12,0,8,10.673618922112436
34,47000,RENT,7.0,EDUCATION,C,5000,12.73,0,0.11,0,6,10.757924157061597
33,43200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.12,0,8,10.673618922112436
30,41998,RENT,0.0,HOMEIMPROVEMENT,E,5000,16.0,1,0.12,0,6,10.645401087458245
27,48000,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.1,0,7,10.778977123006351
32,43200,MORTGAGE,7.0,HOMEIMPROVEMENT,A,15000,7.91,0,0.35,0,7,10.673618922112436
31,42000,RENT,2.0,EDUCATION,A,5000,8.49,1,0.12,0,10,10.645448706505872
29,43200,OWN,13.0,PERSONAL,A,4625,5.42,0,0.11,0,6,10.673618922112436
30,43200,OWN,6.0,HOMEIMPROVEMENT,B,2000,10.99,0,0.05,0,9,10.673618922112436
32,48000,RENT,9.0,PERSONAL,A,5000,6.92,0,0.1,0,10,10.778977123006351
28,48000,RENT,4.0,EDUCATION,A,5000,7.29,0,0.1,0,8,10.778977123006351
32,48000,RENT,5.0,DEBTCONSOLIDATION,B,5000,11.49,0,0.1,0,8,10.778977123006351
29,42000,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.12,0,9,10.645448706505872
28,43200,OWN,5.0,PERSONAL,B,12250,9.99,0,0.28,0,6,10.673618922112436
27,48000,RENT,2.0,MEDICAL,B,5000,11.58,0,0.1,0,5,10.778977123006351
30,43200,MORTGAGE,14.0,PERSONAL,B,5000,11.36,0,0.12,0,9,10.673618922112436
32,48000,RENT,8.0,DEBTCONSOLIDATION,C,5000,11.97,0,0.1,1,10,10.778977123006351
29,48504,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.98,0,0.1,1,5,10.789422164395384
28,48879,RENT,4.0,PERSONAL,B,5000,12.42,0,0.1,0,7,10.797123593845477
28,43344,MORTGAGE,4.0,PERSONAL,B,10000,11.12,0,0.23,0,9,10.676946635302741
30,37400,MORTGAGE,6.0,MEDICAL,D,12700,17.27,1,0.34,0,5,10.529452721013085
27,43495,MORTGAGE,3.0,EDUCATION,B,10800,10.99,0,0.25,0,6,10.680424258825756
28,43500,MORTGAGE,12.0,EDUCATION,B,4000,12.69,0,0.09,0,8,10.680539205318292
28,44000,RENT,0.0,HOMEIMPROVEMENT,C,5000,12.99,1,0.11,1,5,10.691967639914864
30,43500,MORTGAGE,5.0,EDUCATION,C,11250,13.61,0,0.26,1,9,10.680539205318292
27,43500,MORTGAGE,0.0,MEDICAL,B,1200,10.99,0,0.03,0,5,10.680539205318292
34,55000,RENT,7.0,VENTURE,A,9000,7.74,0,0.16,0,6,10.915106645867503
27,43680,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7000,10.65,0,0.16,0,10,10.684668503929622
33,55070,RENT,0.0,MEDICAL,A,9000,8.49,0,0.16,0,5,10.91637854079876
29,43680,OWN,0.0,DEBTCONSOLIDATION,D,10000,14.46,0,0.23,0,8,10.684668503929622
27,57057,RENT,3.0,VENTURE,C,9000,13.11,0,0.16,0,5,10.951823573329502
29,43800,OWN,13.0,HOMEIMPROVEMENT,A,4800,7.05,0,0.11,0,7,10.687411927154141
27,57500,RENT,2.0,DEBTCONSOLIDATION,C,9000,11.97,0,0.16,1,9,10.959557617938563
27,43900,MORTGAGE,2.0,PERSONAL,B,14000,10.38,0,0.32,0,10,10.689692377847104
27,53321,RENT,11.0,MEDICAL,D,9000,15.58,1,0.17,1,7,10.88410428296653
29,43958,MORTGAGE,3.0,VENTURE,A,7000,10.99,0,0.16,0,8,10.691012660306134
29,59520,RENT,13.0,HOMEIMPROVEMENT,A,9000,5.42,0,0.15,0,9,10.994084470441106
33,60000,RENT,3.0,PERSONAL,A,9000,8.49,0,0.15,0,5,11.002116507732017
31,60000,RENT,3.0,MEDICAL,C,9000,13.06,0,0.15,0,7,11.002116507732017
33,44000,MORTGAGE,17.0,VENTURE,A,16000,7.9,0,0.36,0,10,10.691967639914864
35,54000,RENT,1.0,MEDICAL,D,9000,14.46,1,0.17,0,9,10.896757843893464
29,60000,RENT,7.0,EDUCATION,C,9000,13.61,0,0.15,0,9,11.002116507732017
28,44000,MORTGAGE,12.0,MEDICAL,B,8000,10.59,0,0.18,0,6,10.691967639914864
31,54000,RENT,3.0,HOMEIMPROVEMENT,D,9000,12.49,1,0.17,0,7,10.896757843893464
28,54989,RENT,1.0,HOMEIMPROVEMENT,B,9000,10.99,1,0.16,0,8,10.91490662950186
30,61000,RENT,1.0,PERSONAL,B,9000,11.49,0,0.15,0,5,11.0186455364637
29,62000,RENT,13.0,EDUCATION,C,9000,10.99,0,0.15,0,9,11.034905792929415
32,56000,RENT,1.0,MEDICAL,D,9000,15.05,1,0.16,1,6,10.933124826700707
32,44000,MORTGAGE,8.0,MEDICAL,A,3600,6.99,0,0.08,0,8,10.691967639914864
31,56004,RENT,3.0,EDUCATION,D,9000,14.46,1,0.16,1,5,10.933196251445839
30,38000,MORTGAGE,5.0,EDUCATION,E,10000,17.99,1,0.26,0,6,10.545367754151743
29,44000,MORTGAGE,3.0,EDUCATION,B,5500,10.99,0,0.13,0,7,10.691967639914864
31,62201,RENT,2.0,DEBTCONSOLIDATION,B,9000,12.53,0,0.14,0,8,11.038142432551167
29,62532,RENT,6.0,VENTURE,C,9000,13.49,0,0.14,0,6,11.04344969638154
31,62839,RENT,15.0,HOMEIMPROVEMENT,D,9000,15.33,0,0.14,0,10,11.048347092369557
30,65000,RENT,3.0,EDUCATION,B,9000,12.42,0,0.14,0,5,11.082157933374816
34,44000,OWN,2.0,VENTURE,C,10000,13.43,0,0.23,0,6,10.691967639914864
28,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7000,13.06,0,0.16,0,9,10.691967639914864
30,44000,MORTGAGE,1.0,EDUCATION,A,6800,6.91,0,0.15,0,7,10.691967639914864
28,66000,RENT,11.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.14,0,7,11.097425172408931
27,44000,OWN,4.0,PERSONAL,C,2000,13.35,0,0.05,0,5,10.691967639914864
30,67092,RENT,0.0,DEBTCONSOLIDATION,C,9000,12.87,0,0.13,0,8,11.113834995610263
32,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15600,6.17,0,0.35,0,5,10.691967639914864
29,44000,MORTGAGE,13.0,MEDICAL,A,24000,6.91,0,0.55,0,8,10.691967639914864
33,69996,RENT,2.0,HOMEIMPROVEMENT,B,9000,11.58,0,0.13,0,5,11.156207662970246
31,70000,RENT,0.0,VENTURE,B,9000,10.0,0,0.13,0,5,11.156264806643742
33,44000,MORTGAGE,5.0,PERSONAL,B,5500,10.99,0,0.13,0,9,10.691967639914864
29,64000,RENT,3.0,DEBTCONSOLIDATION,D,9000,10.99,1,0.14,1,6,11.06665398721974
28,44000,OWN,10.0,PERSONAL,D,7500,14.84,0,0.17,1,8,10.691967639914864
27,70176,RENT,3.0,VENTURE,A,9000,7.88,0,0.13,0,8,11.158775901002087
27,44000,MORTGAGE,3.0,EDUCATION,C,5700,13.23,0,0.13,1,9,10.691967639914864
35,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6500,7.51,0,0.15,0,7,10.691967639914864
33,72000,RENT,9.0,PERSONAL,B,9000,11.14,0,0.13,0,5,11.184435286790631
27,44000,MORTGAGE,3.0,EDUCATION,C,6400,13.85,0,0.15,1,7,10.691967639914864
27,69000,RENT,0.0,PERSONAL,D,9000,16.77,1,0.13,1,6,11.141876276228
27,38000,MORTGAGE,0.0,MEDICAL,C,14000,14.26,1,0.37,1,9,10.545367754151743
28,75000,RENT,4.0,DEBTCONSOLIDATION,B,9000,12.21,0,0.12,0,8,11.225256725762893
29,77800,RENT,2.0,HOMEIMPROVEMENT,B,9000,12.42,0,0.12,0,6,11.261909563554315
30,44000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,11000,8.0,0,0.25,0,5,10.691967639914864
27,83200,RENT,11.0,EDUCATION,D,9000,15.31,0,0.11,1,5,11.329014645967838
27,44000,MORTGAGE,2.0,MEDICAL,A,7500,8.0,0,0.17,0,8,10.691967639914864
34,84000,RENT,3.0,PERSONAL,A,9000,5.79,0,0.11,0,10,11.338583982516495
31,44000,OWN,6.0,HOMEIMPROVEMENT,D,17350,13.55,0,0.39,1,7,10.691967639914864
28,66725,RENT,3.0,MEDICAL,D,9000,16.29,1,0.11,1,9,11.108349961046898
28,84800,RENT,4.0,DEBTCONSOLIDATION,B,9000,10.99,0,0.11,0,7,11.348062614163295
27,38004,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,16.77,1,0.32,0,6,10.54547300900014
33,44004,MORTGAGE,4.0,EDUCATION,A,9275,7.29,0,0.21,0,7,10.692058542807912
27,44004,MORTGAGE,2.0,MEDICAL,A,10000,6.92,0,0.23,0,9,10.692058542807912
28,44004,MORTGAGE,5.0,MEDICAL,C,6000,13.06,0,0.14,1,10,10.692058542807912
27,85000,RENT,6.0,HOMEIMPROVEMENT,B,9000,10.36,0,0.11,0,5,11.350418300109132
27,73004,RENT,5.0,EDUCATION,A,9000,9.63,1,0.12,0,7,11.198283210935664
33,88000,RENT,3.0,VENTURE,D,9000,14.54,0,0.1,0,9,11.385103457032141
27,88000,RENT,11.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.1,0,10,11.385103457032141
33,44136,MORTGAGE,2.0,EDUCATION,A,5000,10.99,0,0.11,0,8,10.69505371193685
30,64698,RENT,11.0,MEDICAL,D,9000,16.0,1,0.12,1,5,11.077501024419007
27,90000,RENT,2.0,DEBTCONSOLIDATION,C,9000,13.49,0,0.1,0,7,11.407576060361786
31,90000,RENT,6.0,PERSONAL,A,9000,5.42,0,0.1,0,9,11.407576060361786
27,44200,MORTGAGE,11.0,MEDICAL,C,11500,15.27,0,0.26,1,10,10.69650269224425
28,44300,MORTGAGE,12.0,HOMEIMPROVEMENT,A,4325,7.49,0,0.1,0,5,10.698762529141884
27,38300,MORTGAGE,2.0,PERSONAL,B,6000,10.99,1,0.16,0,10,10.55323128448846
27,112440,RENT,9.0,DEBTCONSOLIDATION,A,9000,10.99,0,0.08,0,7,11.63018391861308
33,87550,RENT,0.0,MEDICAL,C,9000,14.65,1,0.09,1,7,11.379976759693314
29,44400,MORTGAGE,4.0,PERSONAL,A,5000,10.99,0,0.11,0,7,10.70101727068921
32,44400,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6500,14.84,0,0.15,1,7,10.70101727068921
27,130000,RENT,9.0,HOMEIMPROVEMENT,A,9000,7.05,0,0.07,0,6,11.775297421715827
29,44400,MORTGAGE,13.0,HOMEIMPROVEMENT,B,21000,10.99,0,0.47,0,8,10.70101727068921
28,44447,MORTGAGE,8.0,EDUCATION,C,6000,12.72,0,0.13,1,7,10.70207524555407
30,44449,MORTGAGE,2.0,VENTURE,C,21250,13.48,0,0.48,1,6,10.702120240942051
34,44460,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,7.49,0,0.22,0,8,10.702367679393
32,44500,OWN,3.0,EDUCATION,A,15000,7.51,0,0.34,0,5,10.703266939811954
32,44500,MORTGAGE,16.0,VENTURE,A,6000,8.9,0,0.13,0,9,10.703266939811954
32,49500,RENT,2.0,MEDICAL,B,8900,10.99,0,0.18,0,7,10.809748150372926
30,80000,RENT,0.0,MEDICAL,A,8900,6.17,0,0.11,0,10,11.289794413577894
31,116400,RENT,3.0,VENTURE,B,8900,10.0,0,0.08,0,5,11.664796405307863
28,44500,MORTGAGE,2.0,PERSONAL,A,10000,8.59,0,0.22,0,6,10.703266939811954
28,44500,MORTGAGE,4.0,VENTURE,A,6000,8.0,0,0.13,0,9,10.703266939811954
33,44500,OWN,6.0,EDUCATION,B,20000,10.99,0,0.45,0,6,10.703266939811954
28,44500,MORTGAGE,5.0,VENTURE,B,20000,9.45,0,0.45,0,10,10.703266939811954
28,24000,RENT,8.0,VENTURE,B,8875,10.65,1,0.37,0,9,10.085850775128717
27,44630,OWN,10.0,MEDICAL,B,10825,10.99,0,0.24,0,8,10.706183963825353
27,33000,RENT,0.0,PERSONAL,C,8875,14.65,0,0.27,0,8,10.404293143019792
34,33000,RENT,3.0,MEDICAL,A,8875,7.66,0,0.27,0,7,10.404293143019792
30,38000,RENT,3.0,PERSONAL,D,8875,16.89,0,0.23,0,5,10.545367754151743
28,50000,RENT,0.0,HOMEIMPROVEMENT,B,8825,11.49,0,0.18,0,7,10.819798284210286
29,28114,RENT,0.0,DEBTCONSOLIDATION,B,8800,10.0,1,0.31,0,10,10.244058520726302
28,44894,OWN,8.0,EDUCATION,A,3600,7.88,0,0.08,0,6,10.712081708954909
27,42000,RENT,3.0,DEBTCONSOLIDATION,B,8800,11.71,0,0.21,0,5,10.645448706505872
28,44928,MORTGAGE,5.0,VENTURE,C,1000,13.06,0,0.02,1,8,10.712838744972538
28,42000,RENT,3.0,MEDICAL,B,8800,12.42,0,0.21,0,10,10.645448706505872
31,45996,RENT,10.0,VENTURE,C,8800,12.84,0,0.19,1,10,10.73633145595318
35,46000,RENT,4.0,PERSONAL,C,8800,14.27,0,0.19,0,7,10.736418414365374
29,44991,MORTGAGE,13.0,MEDICAL,C,5000,14.72,0,0.11,1,8,10.714239975170337
29,46296,RENT,14.0,EDUCATION,D,8800,14.42,0,0.19,0,7,10.742832443158637
29,48000,RENT,1.0,MEDICAL,A,8800,8.49,0,0.18,0,9,10.778977123006351
31,50000,RENT,5.0,MEDICAL,A,8800,6.17,0,0.18,0,9,10.819798284210286
27,60000,RENT,2.0,HOMEIMPROVEMENT,B,8800,11.36,0,0.15,0,10,11.002116507732017
27,65000,RENT,8.0,EDUCATION,A,8800,6.03,0,0.14,0,9,11.082157933374816
30,65000,RENT,3.0,DEBTCONSOLIDATION,B,8800,10.0,0,0.14,0,8,11.082157933374816
29,65500,RENT,1.0,DEBTCONSOLIDATION,B,8800,10.71,0,0.13,0,10,11.089820688682373
28,93200,RENT,1.0,VENTURE,A,8800,7.88,0,0.09,0,7,11.442513730229855
31,100000,RENT,3.0,EDUCATION,B,8800,10.0,0,0.09,0,8,11.51293546492023
27,44000,RENT,1.0,VENTURE,D,5000,16.89,1,0.11,1,10,10.691967639914864
32,45000,MORTGAGE,4.0,PERSONAL,B,7200,12.69,0,0.16,0,9,10.714439990727769
29,50000,RENT,11.0,EDUCATION,B,5000,10.37,0,0.1,0,5,10.819798284210286
31,50000,RENT,0.0,MEDICAL,A,5000,6.91,0,0.1,0,7,10.819798284210286
35,45000,OWN,6.0,VENTURE,D,10000,16.77,0,0.22,0,5,10.714439990727769
27,50000,RENT,7.0,DEBTCONSOLIDATION,C,5000,13.61,0,0.1,1,8,10.819798284210286
30,50000,RENT,5.0,MEDICAL,B,5000,11.14,0,0.1,0,8,10.819798284210286
32,44000,RENT,4.0,PERSONAL,G,5000,20.17,1,0.11,0,10,10.691967639914864
27,44000,RENT,5.0,HOMEIMPROVEMENT,E,5000,16.35,1,0.11,1,6,10.691967639914864
31,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4000,16.77,1,0.1,1,9,10.571342565808699
35,44000,RENT,3.0,PERSONAL,E,5000,16.95,1,0.11,1,9,10.691967639914864
31,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,12250,14.27,0,0.27,1,10,10.714439990727769
32,44004,RENT,2.0,DEBTCONSOLIDATION,F,5000,18.25,1,0.11,0,5,10.692058542807912
27,44004,RENT,0.0,PERSONAL,C,5000,13.79,1,0.11,0,8,10.692058542807912
28,50176,RENT,3.0,MEDICAL,B,5000,10.59,0,0.1,0,9,10.823312033358421
28,45000,OWN,11.0,MEDICAL,C,10500,15.96,0,0.23,0,8,10.714439990727769
35,50532,RENT,8.0,VENTURE,C,5000,13.57,0,0.1,1,8,10.830381867194474
29,50700,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.88,0,0.1,0,8,10.83370091325064
35,51000,RENT,5.0,EDUCATION,C,5000,12.98,0,0.1,1,10,10.839600519357369
30,45000,RENT,11.0,MEDICAL,C,5000,12.73,1,0.11,1,8,10.714439990727769
29,51000,RENT,1.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.1,0,6,10.839600519357369
27,45200,RENT,11.0,EDUCATION,D,5000,16.0,1,0.11,0,10,10.718874489469398
27,45000,OWN,9.0,MEDICAL,A,12000,6.03,0,0.27,0,7,10.714439990727769
28,51200,RENT,0.0,EDUCATION,B,5000,11.14,0,0.1,0,10,10.843514342086866
27,45000,MORTGAGE,2.0,EDUCATION,A,3000,6.62,0,0.07,0,10,10.714439990727769
28,51996,RENT,1.0,PERSONAL,C,5000,10.99,0,0.1,0,6,10.858941303591607
27,45000,MORTGAGE,4.0,EDUCATION,B,10000,10.65,0,0.22,0,8,10.714439990727769
29,45000,OWN,0.0,MEDICAL,D,10000,17.58,0,0.22,1,6,10.714439990727769
28,45000,MORTGAGE,0.0,VENTURE,B,3675,10.99,0,0.08,0,6,10.714439990727769
35,20000,RENT,2.0,PERSONAL,C,8500,13.57,1,0.42,0,10,9.90353755128617
35,20000,RENT,0.0,EDUCATION,D,8500,15.05,1,0.42,1,10,9.90353755128617
29,21996,RENT,6.0,DEBTCONSOLIDATION,D,8500,14.11,1,0.39,1,7,9.998661359405723
27,23000,RENT,0.0,VENTURE,A,8500,10.99,1,0.37,0,7,10.043292972227004
32,45000,MORTGAGE,2.0,MEDICAL,C,8000,14.65,0,0.18,0,8,10.714439990727769
32,45000,MORTGAGE,0.0,VENTURE,B,14000,12.69,0,0.31,0,9,10.714439990727769
33,25000,RENT,4.0,DEBTCONSOLIDATION,C,8500,13.43,1,0.34,0,6,10.12667110305036
30,45000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7500,7.9,0,0.17,0,5,10.714439990727769
27,45000,MORTGAGE,4.0,MEDICAL,A,5000,6.03,0,0.11,0,9,10.714439990727769
32,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2100,6.99,0,0.05,0,10,10.714439990727769
28,45000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.18,0,8,10.714439990727769
32,45000,MORTGAGE,8.0,MEDICAL,A,9250,8.49,0,0.21,0,6,10.714439990727769
28,27050,RENT,4.0,VENTURE,C,8500,15.96,1,0.31,1,10,10.205479252168017
31,39000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,2200,7.49,1,0.06,0,6,10.571342565808699
35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0,0.3,0,6,10.239852640559992
27,39000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5000,18.79,1,0.13,0,6,10.571342565808699
28,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.22,0,10,10.714439990727769
32,45000,MORTGAGE,16.0,PERSONAL,A,6000,7.49,0,0.13,0,6,10.714439990727769
